time,id,x,y,angle,speed
575.00,31,140.73,601.60,270.00,13.81
575.00,32,1804.80,1459.93,0.00,12.12
575.00,33,760.76,604.80,270.00,12.84
575.00,34,1345.48,4.80,270.00,15.14
575.00,35,1602.84,1795.20,90.00,12.54
575.00,36,1279.46,604.80,270.00,11.12
575.00,37,-4.80,1484.75,180.00,13.11
575.00,38,4.80,968.34,0.00,11.87
575.00,39,1801.60,1606.88,0.00,12.65
575.00,4,-1.60,1446.96,180.00,12.40
575.00,40,881.95,1804.80,270.00,9.72
575.00,41,1036.89,1204.80,270.00,12.32
575.00,42,1201.60,1611.96,0.00,12.80
575.00,43,1204.80,1091.89,0.00,15.41
575.00,44,978.77,1795.20,90.00,12.15
575.00,45,1795.20,1631.42,180.00,10.82
575.00,46,11.40,601.60,270.00,0.00
575.00,47,1198.40,18.90,180.00,0.00
575.00,48,1195.20,18.90,180.00,0.00
575.00,49,1343.50,-4.80,90.00,12.21
575.00,5,1411.59,595.20,90.00,11.89
575.00,50,4.80,1637.09,0.00,12.23
575.00,51,1795.20,1021.16,180.00,11.87
575.00,52,1434.04,1804.80,270.00,13.26
575.00,53,1467.53,4.80,270.00,12.76
575.00,54,601.60,1032.27,0.00,14.80
575.00,55,573.79,1804.80,270.00,14.94
575.00,56,789.86,1804.80,270.00,14.22
575.00,57,384.11,598.40,90.00,13.55
575.00,58,618.90,1201.60,270.00,0.00
575.00,59,1367.16,1201.60,270.00,13.02
575.00,6,-4.80,265.59,180.00,12.23
575.00,60,1204.80,14.17,358.00,6.92
575.00,61,327.53,1198.40,90.00,12.59
575.00,62,4.80,1566.63,0.00,12.01
575.00,63,1801.60,1127.43,0.00,14.24
575.00,64,1211.40,1204.80,270.00,0.00
575.00,65,1795.20,1481.32,180.00,12.25
575.00,66,505.13,1795.20,90.00,15.42
575.00,67,1801.60,507.00,0.00,15.19
575.00,68,598.40,11.40,180.00,0.00
575.00,69,1795.20,1325.82,180.00,16.19
575.00,7,4.80,1085.87,0.00,11.59
575.00,70,4.80,1657.33,0.00,14.76
575.00,71,1188.60,1198.40,90.00,0.00
575.00,72,1561.83,1804.80,270.00,12.48
575.00,73,727.85,1804.80,270.00,15.40
575.00,74,1527.07,595.20,90.00,12.04
575.00,75,697.97,4.80,270.00,14.35
575.00,76,1608.95,1798.40,90.00,12.70
575.00,77,728.03,4.80,270.00,15.50
575.00,78,954.05,1795.20,90.00,12.95
575.00,79,601.60,960.60,0.00,12.60
575.00,8,1198.40,11.40,180.00,0.00
575.00,80,1422.14,1204.80,270.00,13.19
575.00,81,611.40,1201.60,270.00,0.00
575.00,82,158.00,1804.80,270.00,14.32
575.00,83,604.80,128.40,0.00,10.44
575.00,84,1188.60,598.40,90.00,0.00
575.00,85,1204.80,382.10,0.00,12.66
575.00,86,281.79,1804.80,270.00,11.24
575.00,87,1603.31,-4.80,90.00,12.40
575.00,88,604.80,1308.72,0.00,12.21
575.00,89,1804.80,1555.91,0.00,11.90
575.00,9,318.03,1198.40,90.00,6.54
575.00,90,170.52,1204.80,270.00,13.01
575.00,91,1795.20,148.54,180.00,14.16
575.00,92,1601.31,598.40,90.00,12.74
575.00,93,681.16,604.80,270.00,12.48
575.00,94,1108.89,595.20,90.00,15.27
575.00,95,604.80,325.19,0.00,11.95
575.00,96,114.18,1204.80,270.00,15.01
575.00,97,1198.40,889.85,180.00,13.05
575.00,98,305.44,1195.20,90.00,12.70
575.00,99,1195.20,11.40,180.00,0.00
576.00,0,-4.80,1709.47,180.00,15.48
576.00,1,1201.60,1577.58,0.00,10.87
576.00,10,1424.91,604.80,270.00,13.22
576.00,11,18.90,601.60,270.00,0.00
576.00,12,1804.80,1620.51,0.00,11.99
576.00,13,853.78,595.20,90.00,9.22
576.00,14,191.11,4.80,270.00,13.13
576.00,15,611.40,1204.80,270.00,0.00
576.00,16,604.80,360.27,0.00,13.42
576.00,17,381.13,1195.20,90.00,14.46
576.00,18,1198.40,95.39,180.00,14.98
576.00,19,1664.50,595.20,90.00,13.89
576.00,2,360.91,1195.20,90.00,12.38
576.00,20,358.01,1795.20,90.00,12.08
576.00,21,112.57,604.80,270.00,16.21
576.00,22,1804.80,1446.71,0.00,12.45
576.00,23,4.80,999.31,0.00,11.79
576.00,24,-4.80,200.30,180.00,11.49
576.00,25,1204.80,1788.60,0.00,0.00
576.00,26,-4.80,757.01,180.00,13.29
576.00,27,598.40,18.90,180.00,0.00
576.00,28,1801.60,1066.48,0.00,13.53
576.00,29,1081.63,1795.20,90.00,14.35
576.00,3,647.72,604.80,270.00,11.82
576.00,30,1788.60,598.40,90.00,0.00
576.00,31,125.87,601.60,270.00,14.85
576.00,32,1804.80,1471.97,0.00,12.05
576.00,33,747.55,604.80,270.00,13.21
576.00,34,1331.53,4.80,270.00,13.95
576.00,35,1614.82,1795.20,90.00,11.99
576.00,36,1267.69,604.80,270.00,11.77
576.00,37,-4.80,1472.42,180.00,12.33
576.00,38,4.80,980.07,0.00,11.73
576.00,39,1801.60,1620.51,0.00,13.63
576.00,4,-1.60,1434.64,180.00,12.32
576.00,40,872.32,1804.80,270.00,9.63
576.00,41,1024.87,1204.80,270.00,12.02
576.00,42,1201.60,1625.03,0.00,13.06
576.00,43,1204.80,1107.58,0.00,15.69
576.00,44,990.65,1795.20,90.00,11.88
576.00,45,1795.20,1620.96,180.00,10.46
576.00,46,11.40,601.60,270.00,0.00
576.00,47,1198.40,18.90,180.00,0.00
576.00,48,1195.20,18.90,180.00,0.00
576.00,49,1356.74,-4.80,90.00,13.25
576.00,5,1423.40,595.20,90.00,11.81
576.00,50,4.80,1651.23,0.00,14.15
576.00,51,1795.20,1008.85,180.00,12.32
576.00,52,1420.86,1804.80,270.00,13.18
576.00,53,1454.78,4.80,270.00,12.76
576.00,54,601.60,1046.55,0.00,14.28
576.00,55,558.90,1804.80,270.00,14.90
576.00,56,776.30,1804.80,270.00,13.56
576.00,57,397.88,598.40,90.00,13.77
576.00,58,618.90,1201.60,270.00,0.00
576.00,59,1353.63,1201.60,270.00,13.52
576.00,6,-4.80,252.71,180.00,12.88
576.00,60,1204.80,22.97,0.00,8.81
576.00,61,340.59,1198.40,90.00,13.06
576.00,62,4.80,1579.21,0.00,12.59
576.00,63,1801.60,1142.05,0.00,14.62
576.00,64,1211.40,1204.80,270.00,0.00
576.00,65,1795.20,1469.00,180.00,12.32
576.00,66,520.60,1795.20,90.00,15.47
576.00,67,1801.60,521.38,0.00,14.38
576.00,68,598.40,11.40,180.00,0.00
576.00,69,1795.20,1309.46,180.00,16.36
576.00,7,4.80,1097.41,0.00,11.54
576.00,70,4.80,1672.09,0.00,14.75
576.00,71,1188.60,1198.40,90.00,0.00
576.00,72,1548.68,1804.80,270.00,13.15
576.00,73,713.16,1804.80,270.00,14.69
576.00,74,1538.51,595.20,90.00,11.45
576.00,75,683.78,4.80,270.00,14.18
576.00,76,1622.27,1798.40,90.00,13.32
576.00,77,712.63,4.80,270.00,15.41
576.00,78,966.72,1795.20,90.00,12.67
576.00,79,601.60,972.68,0.00,12.07
576.00,8,1198.40,11.40,180.00,0.00
576.00,80,1408.23,1204.80,270.00,13.91
576.00,81,611.40,1201.60,270.00,0.00
576.00,82,144.45,1804.80,270.00,13.55
576.00,83,604.80,139.57,0.00,11.17
576.00,84,1188.60,598.40,90.00,0.00
576.00,85,1204.80,395.53,0.00,13.43
576.00,86,269.37,1804.80,270.00,12.42
576.00,87,1615.85,-4.80,90.00,12.54
576.00,88,604.80,1321.35,0.00,12.63
576.00,89,1804.80,1567.06,0.00,11.15
576.00,9,326.08,1198.40,90.00,8.05
576.00,90,157.04,1204.80,270.00,13.48
576.00,91,1795.20,133.81,180.00,14.74
576.00,92,1614.53,598.40,90.00,13.22
576.00,93,668.63,604.80,270.00,12.53
576.00,94,1124.71,595.20,90.00,15.82
576.00,95,604.80,337.04,0.00,11.85
576.00,96,99.34,1204.80,270.00,14.83
576.00,97,1198.40,876.83,180.00,13.02
576.00,98,318.51,1195.20,90.00,13.07
576.00,99,1195.20,11.40,180.00,0.00
577.00,0,-4.80,1693.16,180.00,16.32
577.00,1,1201.60,1588.58,0.00,11.00
577.00,10,1412.15,604.80,270.00,12.76
577.00,11,18.90,601.60,270.00,0.00
577.00,12,1804.80,1633.25,0.00,12.75
577.00,13,863.62,595.20,90.00,9.83
577.00,14,177.98,4.80,270.00,13.13
577.00,15,611.40,1204.80,270.00,0.00
577.00,16,604.80,374.53,0.00,14.26
577.00,17,395.97,1195.20,90.00,14.84
577.00,18,1198.40,80.22,180.00,15.17
577.00,19,1678.55,595.20,90.00,14.06
577.00,2,373.09,1195.20,90.00,12.18
577.00,20,370.78,1795.20,90.00,12.77
577.00,21,96.50,604.80,270.00,16.07
577.00,22,1804.80,1459.30,0.00,12.59
577.00,23,4.80,1010.92,0.00,11.61
577.00,24,-4.80,187.87,180.00,12.43
577.00,25,1204.80,1788.60,0.00,0.00
577.00,26,-4.80,743.00,180.00,14.01
577.00,27,598.40,18.90,180.00,0.00
577.00,28,1801.60,1080.77,0.00,14.29
577.00,29,1095.73,1795.20,90.00,14.10
577.00,3,635.52,604.80,270.00,12.21
577.00,30,1788.60,598.40,90.00,0.00
577.00,31,111.96,601.60,270.00,13.91
577.00,32,1804.80,1483.57,0.00,11.60
577.00,33,734.85,604.80,270.00,12.70
577.00,34,1317.30,4.80,270.00,14.23
577.00,35,1627.86,1795.20,90.00,13.04
577.00,36,1256.69,604.80,270.00,11.00
577.00,37,-4.80,1459.36,180.00,13.06
577.00,38,4.80,991.75,0.00,11.67
577.00,39,1801.60,1634.04,0.00,13.53
577.00,4,-1.60,1421.74,180.00,12.90
577.00,40,862.37,1804.80,270.00,9.94
577.00,41,1012.61,1204.80,270.00,12.25
577.00,42,1201.60,1637.65,0.00,12.62
577.00,43,1204.80,1123.04,0.00,15.46
577.00,44,1002.35,1795.20,90.00,11.70
577.00,45,1795.20,1609.79,180.00,11.17
577.00,46,11.40,601.60,270.00,0.00
577.00,47,1198.40,18.90,180.00,0.00
577.00,48,1195.20,18.90,180.00,0.00
577.00,49,1369.52,-4.80,90.00,12.78
577.00,5,1435.26,595.20,90.00,11.86
577.00,50,4.80,1665.27,0.00,14.03
577.00,51,1795.20,997.12,180.00,11.73
577.00,52,1407.69,1804.80,270.00,13.17
577.00,53,1443.08,4.80,270.00,11.70
577.00,54,601.60,1060.86,0.00,14.31
577.00,55,545.01,1804.80,270.00,13.89
577.00,56,762.02,1804.80,270.00,14.28
577.00,57,411.22,598.40,90.00,13.34
577.00,58,618.90,1201.60,270.00,0.00
577.00,59,1340.82,1201.60,270.00,12.81
577.00,6,-4.80,240.42,180.00,12.29
577.00,60,1204.80,33.18,0.00,10.21
577.00,61,353.91,1198.40,90.00,13.33
577.00,62,4.80,1590.80,0.00,11.59
577.00,63,1801.60,1156.01,0.00,13.96
577.00,64,1211.40,1204.80,270.00,0.00
577.00,65,1795.20,1456.97,180.00,12.03
577.00,66,535.23,1795.20,90.00,14.63
577.00,67,1801.60,535.93,0.00,14.55
577.00,68,598.40,11.40,180.00,0.00
577.00,69,1795.20,1293.15,180.00,16.31
577.00,7,4.80,1108.52,0.00,11.11
577.00,70,4.80,1687.02,0.00,14.93
577.00,71,1188.60,1198.40,90.00,0.00
577.00,72,1535.17,1804.80,270.00,13.51
577.00,73,698.56,1804.80,270.00,14.60
577.00,74,1551.10,595.20,90.00,12.59
577.00,75,669.58,4.80,270.00,14.21
577.00,76,1635.16,1798.40,90.00,12.89
577.00,77,697.41,4.80,270.00,15.22
577.00,78,979.43,1795.20,90.00,12.72
577.00,79,601.60,984.69,0.00,12.02
577.00,8,1198.40,11.40,180.00,0.00
577.00,80,1394.76,1204.80,270.00,13.47
577.00,81,611.40,1201.60,270.00,0.00
577.00,82,131.06,1804.80,270.00,13.39
577.00,83,604.80,150.62,0.00,11.05
577.00,84,1188.60,598.40,90.00,0.00
577.00,85,1204.80,408.92,0.00,13.39
577.00,86,257.27,1804.80,270.00,12.09
577.00,87,1628.71,-4.80,90.00,12.86
577.00,88,604.80,1333.55,0.00,12.19
577.00,89,1804.80,1578.89,0.00,11.83
577.00,9,336.37,1198.40,90.00,10.30
577.00,90,143.96,1204.80,270.00,13.08
577.00,91,1795.20,119.71,180.00,14.10
577.00,92,1627.37,598.40,90.00,12.84
577.00,93,657.08,604.80,270.00,11.56
577.00,94,1139.54,595.20,90.00,14.83
577.00,95,604.80,349.04,0.00,12.00
577.00,96,84.26,1204.80,270.00,15.09
577.00,97,1198.40,863.76,180.00,13.07
577.00,98,331.53,1195.20,90.00,13.02
577.00,99,1195.20,11.40,180.00,0.00
578.00,0,-4.80,1677.25,180.00,15.91
578.00,1,1201.60,1600.18,0.00,11.60
578.00,10,1398.39,604.80,270.00,13.76
578.00,11,18.90,601.60,270.00,0.00
578.00,12,1804.80,1645.76,0.00,12.51
578.00,13,872.80,595.20,90.00,9.19
578.00,14,165.94,4.80,270.00,12.03
578.00,15,611.40,1204.80,270.00,0.00
578.00,16,604.80,388.15,0.00,13.61
578.00,17,410.52,1195.20,90.00,14.56
578.00,18,1198.40,64.28,180.00,15.94
578.00,19,1692.41,595.20,90.00,13.86
578.00,2,385.76,1195.20,90.00,12.67
578.00,20,383.93,1795.20,90.00,13.15
578.00,21,80.80,604.80,270.00,15.70
578.00,22,1804.80,1472.10,0.00,12.80
578.00,23,4.80,1022.51,0.00,11.59
578.00,24,-4.80,176.25,180.00,11.62
578.00,25,1204.80,1788.60,0.00,0.00
578.00,26,-4.80,729.24,180.00,13.76
578.00,27,598.40,18.90,180.00,0.00
578.00,28,1801.60,1094.24,0.00,13.47
578.00,29,1110.04,1795.20,90.00,14.31
578.00,3,623.41,604.80,270.00,12.11
578.00,30,1788.60,598.40,90.00,0.00
578.00,31,97.51,601.60,270.00,14.45
578.00,32,1804.80,1495.85,0.00,12.27
578.00,33,721.61,604.80,270.00,13.24
578.00,34,1302.73,4.80,270.00,14.57
578.00,35,1640.09,1795.20,90.00,12.23
578.00,36,1244.85,604.80,270.00,11.84
578.00,37,-4.80,1447.19,180.00,12.17
578.00,38,4.80,1002.85,0.00,11.10
578.00,39,1801.60,1647.08,0.00,13.04
578.00,4,-1.60,1408.96,180.00,12.78
578.00,40,852.05,1804.80,270.00,10.33
578.00,41,999.58,1204.80,270.00,13.03
578.00,42,1201.60,1650.98,0.00,13.33
578.00,43,1204.80,1138.39,0.00,15.34
578.00,44,1014.42,1795.20,90.00,12.07
578.00,45,1795.20,1598.64,180.00,11.16
578.00,46,11.40,601.60,270.00,0.00
578.00,47,1198.40,18.90,180.00,0.00
578.00,48,1195.20,18.90,180.00,0.00
578.00,49,1381.86,-4.80,90.00,12.34
578.00,5,1447.90,595.20,90.00,12.64
578.00,50,4.80,1678.81,0.00,13.55
578.00,51,1795.20,985.35,180.00,11.77
578.00,52,1395.47,1804.80,270.00,12.22
578.00,53,1431.16,4.80,270.00,11.92
578.00,54,601.60,1074.91,0.00,14.05
578.00,55,530.48,1804.80,270.00,14.52
578.00,56,748.39,1804.80,270.00,13.63
578.00,57,424.63,598.40,90.00,13.41
578.00,58,618.90,1201.60,270.00,0.00
578.00,59,1327.26,1201.60,270.00,13.56
578.00,6,-4.80,228.20,180.00,12.22
578.00,60,1204.80,45.56,0.00,12.38
578.00,61,367.53,1198.40,90.00,13.61
578.00,62,4.80,1602.83,0.00,12.03
578.00,63,1801.60,1170.84,0.00,14.83
578.00,64,1211.40,1204.80,270.00,0.00
578.00,65,1795.20,1445.65,180.00,11.32
578.00,66,550.27,1795.20,90.00,15.04
578.00,67,1801.60,550.75,0.00,14.82
578.00,68,598.40,11.40,180.00,0.00
578.00,69,1795.20,1277.69,180.00,15.45
578.00,7,4.80,1120.05,0.00,11.52
578.00,70,4.80,1701.42,0.00,14.41
578.00,71,1188.60,1198.40,90.00,0.00
578.00,72,1522.24,1804.80,270.00,12.93
578.00,73,683.37,1804.80,270.00,15.19
578.00,74,1563.06,595.20,90.00,11.96
578.00,75,654.79,4.80,270.00,14.78
578.00,76,1647.95,1798.40,90.00,12.79
578.00,77,682.05,4.80,270.00,15.36
578.00,78,991.16,1795.20,90.00,11.73
578.00,79,601.60,997.36,0.00,12.66
578.00,8,1198.40,11.40,180.00,0.00
578.00,80,1380.92,1204.80,270.00,13.84
578.00,81,611.40,1201.60,270.00,0.00
578.00,82,117.07,1804.80,270.00,13.99
578.00,83,604.80,161.02,0.00,10.40
578.00,84,1188.60,598.40,90.00,0.00
578.00,85,1204.80,421.59,0.00,12.67
578.00,86,245.47,1804.80,270.00,11.80
578.00,87,1641.46,-4.80,90.00,12.75
578.00,88,604.80,1346.05,0.00,12.51
578.00,89,1804.80,1590.41,0.00,11.52
578.00,9,348.22,1198.40,90.00,11.85
578.00,90,131.18,1204.80,270.00,12.78
578.00,91,1795.20,105.40,180.00,14.31
578.00,92,1640.33,598.40,90.00,12.96
578.00,93,645.05,604.80,270.00,12.03
578.00,94,1154.84,595.20,90.00,15.31
578.00,95,604.80,360.54,0.00,11.50
578.00,96,69.50,1204.80,270.00,14.76
578.00,97,1198.40,851.04,180.00,12.72
578.00,98,345.22,1195.20,90.00,13.69
578.00,99,1195.20,11.40,180.00,0.00
579.00,0,-4.80,1661.40,180.00,15.84
579.00,1,1201.60,1611.24,0.00,11.06
579.00,10,1385.08,604.80,270.00,13.31
579.00,11,18.90,601.60,270.00,0.00
579.00,12,1804.80,1658.56,0.00,12.79
579.00,13,882.79,595.20,90.00,9.99
579.00,14,153.43,4.80,270.00,12.52
579.00,15,611.40,1204.80,270.00,0.00
579.00,16,604.80,401.66,0.00,13.52
579.00,17,425.44,1195.20,90.00,14.92
579.00,18,1198.40,48.79,180.00,15.49
579.00,19,1705.37,595.20,90.00,12.95
579.00,2,398.05,1195.20,90.00,12.29
579.00,20,397.17,1795.20,90.00,13.25
579.00,21,65.21,604.80,270.00,15.59
579.00,22,1804.80,1484.52,0.00,12.41
579.00,23,4.80,1034.59,0.00,12.08
579.00,24,-4.80,163.98,180.00,12.27
579.00,25,1204.80,1788.60,0.00,0.00
579.00,26,-4.80,715.38,180.00,13.86
579.00,27,598.40,18.90,180.00,0.00
579.00,28,1801.60,1108.38,0.00,14.14
579.00,29,1125.04,1795.20,90.00,15.00
579.00,3,615.80,604.80,270.00,7.61
579.00,30,1788.60,598.40,90.00,0.00
579.00,31,83.15,601.60,270.00,14.36
579.00,32,1804.80,1508.17,0.00,12.32
579.00,33,708.43,604.80,270.00,13.18
579.00,34,1288.69,4.80,270.00,14.04
579.00,35,1652.51,1795.20,90.00,12.42
579.00,36,1233.81,604.80,270.00,11.04
579.00,37,-4.80,1434.89,180.00,12.31
579.00,38,4.80,1014.52,0.00,11.67
579.00,39,1801.60,1659.73,0.00,12.65
579.00,4,-1.60,1395.83,180.00,13.13
579.00,40,842.06,1804.80,270.00,9.98
579.00,41,986.49,1204.80,270.00,13.09
579.00,42,1201.60,1663.99,0.00,13.00
579.00,43,1204.80,1154.01,0.00,15.62
579.00,44,1026.20,1795.20,90.00,11.78
579.00,45,1795.20,1587.72,180.00,10.92
579.00,46,11.40,601.60,270.00,0.00
579.00,47,1198.40,18.90,180.00,0.00
579.00,48,1195.20,18.90,180.00,0.00
579.00,49,1393.95,-4.80,90.00,12.09
579.00,5,1459.68,595.20,90.00,11.78
579.00,50,4.80,1692.09,0.00,13.28
579.00,51,1795.20,973.48,180.00,11.87
579.00,52,1382.89,1804.80,270.00,12.58
579.00,53,1419.21,4.80,270.00,11.95
579.00,54,601.60,1089.26,0.00,14.35
579.00,55,516.37,1804.80,270.00,14.11
579.00,56,734.01,1804.80,270.00,14.38
579.00,57,438.00,598.40,90.00,13.37
579.00,58,618.90,1201.60,270.00,0.00
579.00,59,1313.72,1201.60,270.00,13.55
579.00,6,-4.80,215.33,180.00,12.87
579.00,60,1204.80,60.40,0.00,14.84
579.00,61,380.57,1198.40,90.00,13.04
579.00,62,4.80,1615.30,0.00,12.47
579.00,63,1801.60,1182.01,0.00,11.17
579.00,64,1211.40,1204.80,270.00,0.00
579.00,65,1795.20,1434.03,180.00,11.62
579.00,66,565.54,1795.20,90.00,15.27
579.00,67,1801.60,565.58,0.00,14.83
579.00,68,598.40,11.40,180.00,0.00
579.00,69,1795.20,1261.53,180.00,16.16
579.00,7,4.80,1132.17,0.00,12.12
579.00,70,4.80,1715.68,0.00,14.25
579.00,71,1188.60,1198.40,90.00,0.00
579.00,72,1508.65,1804.80,270.00,13.59
579.00,73,668.34,1804.80,270.00,15.03
579.00,74,1575.44,595.20,90.00,12.38
579.00,75,640.86,4.80,270.00,13.94
579.00,76,1661.09,1798.40,90.00,13.13
579.00,77,667.28,4.80,270.00,14.78
579.00,78,1003.45,1795.20,90.00,12.30
579.00,79,601.60,1009.41,0.00,12.06
579.00,8,1198.40,11.40,180.00,0.00
579.00,80,1367.57,1204.80,270.00,13.35
579.00,81,611.40,1201.60,270.00,0.00
579.00,82,103.26,1804.80,270.00,13.81
579.00,83,604.80,171.80,0.00,10.77
579.00,84,1188.60,598.40,90.00,0.00
579.00,85,1204.80,435.12,0.00,13.53
579.00,86,233.20,1804.80,270.00,12.27
579.00,87,1653.39,-4.80,90.00,11.93
579.00,88,604.80,1358.96,0.00,12.90
579.00,89,1804.80,1601.25,0.00,10.84
579.00,9,360.27,1198.40,90.00,12.04
579.00,90,117.59,1204.80,270.00,13.59
579.00,91,1795.20,91.49,180.00,13.91
579.00,92,1653.64,598.40,90.00,13.31
579.00,93,633.40,604.80,270.00,11.65
579.00,94,1169.32,595.20,90.00,14.48
579.00,95,604.80,372.06,0.00,11.52
579.00,96,54.26,1204.80,270.00,15.23
579.00,97,1198.40,838.38,180.00,12.67
579.00,98,358.28,1195.20,90.00,13.06
579.00,99,1195.20,11.40,180.00,0.00
580.00,0,-4.80,1645.49,180.00,15.92
580.00,1,1201.60,1622.40,0.00,11.16
580.00,10,1371.46,604.80,270.00,13.62
580.00,11,18.90,601.60,270.00,0.00
580.00,12,1804.80,1671.18,0.00,12.62
580.00,13,892.53,595.20,90.00,9.74
580.00,14,141.33,4.80,270.00,12.09
580.00,15,611.40,1204.80,270.00,0.00
580.00,16,604.80,415.23,0.00,13.57
580.00,17,439.63,1195.20,90.00,14.19
580.00,18,1198.40,37.77,180.00,11.03
580.00,19,1718.52,595.20,90.00,13.15
580.00,2,410.41,1195.20,90.00,12.36
580.00,20,410.43,1795.20,90.00,13.26
580.00,21,49.77,604.80,270.00,15.44
580.00,22,1804.80,1497.98,0.00,13.46
580.00,23,4.80,1045.97,0.00,11.39
580.00,24,-4.80,151.46,180.00,12.52
580.00,25,1204.80,1788.60,0.00,0.00
580.00,26,-4.80,701.63,180.00,13.75
580.00,27,598.40,18.90,180.00,0.00
580.00,28,1801.60,1121.99,0.00,13.60
580.00,29,1139.99,1795.20,90.00,14.95
580.00,3,612.38,604.80,270.00,3.41
580.00,30,1788.60,598.40,90.00,0.00
580.00,31,68.55,601.60,270.00,14.60
580.00,32,1804.80,1519.66,0.00,11.49
580.00,33,695.44,604.80,270.00,12.98
580.00,34,1274.60,4.80,270.00,14.08
580.00,35,1664.64,1795.20,90.00,12.13
580.00,36,1222.79,604.80,270.00,11.02
580.00,37,-4.80,1422.58,180.00,12.30
580.00,38,4.80,1025.66,0.00,11.14
580.00,39,1801.60,1672.59,0.00,12.86
580.00,4,-1.60,1383.53,180.00,12.30
580.00,40,832.86,1804.80,270.00,9.20
580.00,41,973.75,1204.80,270.00,12.74
580.00,42,1201.60,1676.92,0.00,12.94
580.00,43,1204.80,1169.79,0.00,15.78
580.00,44,1037.90,1795.20,90.00,11.70
580.00,45,1795.20,1577.19,180.00,10.52
580.00,46,11.40,601.60,270.00,0.00
580.00,47,1198.40,18.90,180.00,0.00
580.00,48,1195.20,18.90,180.00,0.00
580.00,49,1406.27,-4.80,90.00,12.32
580.00,5,1471.53,595.20,90.00,11.85
580.00,50,4.80,1705.34,0.00,13.25
580.00,51,1795.20,960.88,180.00,12.60
580.00,52,1370.56,1804.80,270.00,12.33
580.00,53,1406.76,4.80,270.00,12.45
580.00,54,601.60,1103.40,0.00,14.14
580.00,55,501.97,1804.80,270.00,14.40
580.00,56,719.70,1804.80,270.00,14.31
580.00,57,451.37,598.40,90.00,13.37
580.00,58,618.90,1201.60,270.00,0.00
580.00,59,1300.28,1201.60,270.00,13.43
580.00,6,-4.80,203.50,180.00,11.83
580.00,60,1204.80,76.25,0.00,15.86
580.00,61,393.35,1198.40,90.00,12.78
580.00,62,4.80,1627.85,0.00,12.55
580.00,63,1801.60,1189.63,359.95,7.62
580.00,64,1211.40,1204.80,270.00,0.00
580.00,65,1795.20,1422.10,180.00,11.93
580.00,66,580.82,1795.20,90.00,15.28
580.00,67,1801.60,578.70,0.00,13.12
580.00,68,598.40,11.40,180.00,0.00
580.00,69,1795.20,1245.31,180.00,16.22
580.00,7,4.80,1143.80,0.00,11.64
580.00,70,4.80,1730.42,0.00,14.75
580.00,71,1188.60,1198.40,90.00,0.00
580.00,72,1495.27,1804.80,270.00,13.38
580.00,73,653.99,1804.80,270.00,14.35
580.00,74,1587.90,595.20,90.00,12.46
580.00,75,626.46,4.80,270.00,14.40
580.00,76,1673.99,1798.40,90.00,12.90
580.00,77,653.09,4.80,270.00,14.19
580.00,78,1016.12,1795.20,90.00,12.67
580.00,79,601.60,1022.01,0.00,12.60
580.00,8,1198.40,11.40,180.00,0.00
580.00,80,1353.40,1204.80,270.00,14.17
580.00,81,611.40,1201.60,270.00,0.00
580.00,82,89.62,1804.80,270.00,13.64
580.00,83,604.80,183.44,0.00,11.64
580.00,84,1188.60,598.40,90.00,0.00
580.00,85,1204.80,447.96,0.00,12.84
580.00,86,220.98,1804.80,270.00,12.22
580.00,87,1666.24,-4.80,90.00,12.85
580.00,88,604.80,1371.77,0.00,12.81
580.00,89,1804.80,1613.01,0.00,11.76
580.00,9,373.12,1198.40,90.00,12.86
580.00,90,104.05,1204.80,270.00,13.54
580.00,91,1795.20,77.68,180.00,13.81
580.00,92,1666.19,598.40,90.00,12.55
580.00,93,625.71,604.80,270.00,7.69
580.00,94,1179.31,595.20,90.00,9.98
580.00,95,604.80,383.69,0.00,11.63
580.00,96,38.83,1204.80,270.00,15.44
580.00,97,1198.40,825.04,180.00,13.34
580.00,98,372.12,1195.20,90.00,13.85
580.00,99,1195.20,11.40,180.00,0.00
581.00,0,-4.80,1629.95,180.00,15.53
581.00,1,1201.60,1632.99,0.00,10.59
581.00,10,1358.74,604.80,270.00,12.73
581.00,11,18.90,601.60,270.00,0.00
581.00,12,1804.80,1683.51,0.00,12.34
581.00,13,902.20,595.20,90.00,9.66
581.00,14,129.20,4.80,270.00,12.13
581.00,15,611.40,1204.80,270.00,0.00
581.00,16,604.80,429.05,0.00,13.82
581.00,17,454.59,1195.20,90.00,14.96
581.00,18,1198.40,30.72,180.00,7.05
581.00,19,1731.91,595.20,90.00,13.39
581.00,2,423.22,1195.20,90.00,12.81
581.00,20,423.16,1795.20,90.00,12.72
581.00,21,33.73,604.80,270.00,16.04
581.00,22,1801.60,1510.06,0.00,12.08
581.00,23,4.80,1057.79,0.00,11.82
581.00,24,-4.80,139.15,180.00,12.31
581.00,25,1204.80,1788.60,0.00,0.00
581.00,26,-4.80,688.40,180.00,13.22
581.00,27,598.40,18.90,180.00,0.00
581.00,28,1801.60,1135.84,0.00,13.85
581.00,29,1154.71,1795.20,90.00,14.72
581.00,3,611.89,604.80,270.00,0.50
581.00,30,1788.60,598.40,90.00,0.00
581.00,31,54.62,601.60,270.00,13.92
581.00,32,1804.80,1531.36,0.00,11.70
581.00,33,682.34,604.80,270.00,13.11
581.00,34,1259.69,4.80,270.00,14.91
581.00,35,1677.21,1795.20,90.00,12.57
